CustomerID,PurchasingSegment,PurchaseAmount,PurchaseFrequency,WebsiteBehaviorSegment,WebsiteVisits,TimeOnSite,BounceRate,CombinedSegment
874,Casual Shopper,2830,2,Bouncers,22,17.8,98.59,Casual Shopper & Bouncers
875,VIP Shopper,4854,6,Casual Browsers,17,3.88,78.07,VIP Shopper & Casual Browsers
876,VIP Shopper,4796,6,Active Visitors,18,12.36,39.02,VIP Shopper & Active Visitors
877,VIP Shopper,2921,8,Bouncers,49,13.63,57.86,VIP Shopper & Bouncers
878,Loyal Shopper,710,7,Bouncers,41,8.97,91.13,Loyal Shopper & Bouncers
879,VIP Shopper,2685,8,Bouncers,10,14.32,55.41,VIP Shopper & Bouncers
880,VIP Shopper,2379,9,Active Visitors,10,8.8,17.45,VIP Shopper & Active Visitors
881,VIP Shopper,4004,6,Active Visitors,7,10.59,37.87,VIP Shopper & Active Visitors
882,Casual Shopper,2500,3,Casual Browsers,48,1.14,84.31,Casual Shopper & Casual Browsers
883,Loyal Shopper,1182,10,Bouncers,38,14.14,64.42,Loyal Shopper & Bouncers
884,Loyal Shopper,749,3,Bouncers,27,13.57,65.07,Loyal Shopper & Bouncers
885,VIP Shopper,2088,11,Casual Browsers,33,1.73,86.68,VIP Shopper & Casual Browsers
886,Casual Shopper,4697,1,Bouncers,1,8,89.4,Casual Shopper & Bouncers
887,VIP Shopper,4550,11,Bouncers,44,19.6,91.98,VIP Shopper & Bouncers
888,Casual Shopper,4607,5,Active Visitors,34,8.99,9.48,Casual Shopper & Active Visitors
889,Casual Shopper,2229,4,Bouncers,4,10.54,54.41,Casual Shopper & Bouncers
890,VIP Shopper,2888,9,Bouncers,17,18.29,74.05,VIP Shopper & Bouncers
891,Loyal Shopper,923,9,Bouncers,4,14.63,75.69,Loyal Shopper & Bouncers
892,Loyal Shopper,133,5,Bouncers,43,12.06,60.67,Loyal Shopper & Bouncers
893,Loyal Shopper,1472,10,Active Visitors,26,16.16,16.68,Loyal Shopper & Active Visitors
894,Casual Shopper,2725,4,Bouncers,4,17.42,79.74,Casual Shopper & Bouncers
895,VIP Shopper,3230,7,Bouncers,1,9.68,72.01,VIP Shopper & Bouncers
896,VIP Shopper,4366,6,Active Visitors,7,10.03,8.61,VIP Shopper & Active Visitors
897,Casual Shopper,4025,4,Casual Browsers,30,8.33,46.38,Casual Shopper & Casual Browsers
898,Loyal Shopper,1441,10,Active Visitors,9,19.37,17.4,Loyal Shopper & Active Visitors
899,Casual Shopper,3268,2,Active Visitors,35,14.25,33.75,Casual Shopper & Active Visitors
900,Casual Shopper,4257,1,Casual Browsers,8,2.58,1.81,Casual Shopper & Casual Browsers
901,Loyal Shopper,664,4,Active Visitors,24,17.4,40.03,Loyal Shopper & Active Visitors
902,Casual Shopper,3021,4,Bouncers,19,10.13,54.99,Casual Shopper & Bouncers
903,Casual Shopper,3615,1,Casual Browsers,36,2.31,61.96,Casual Shopper & Casual Browsers
904,VIP Shopper,3626,6,Bouncers,43,11.44,66.35,VIP Shopper & Bouncers
905,Casual Shopper,4620,4,Bouncers,27,8.93,83.63,Casual Shopper & Bouncers
906,Loyal Shopper,320,1,Active Visitors,32,17.68,21.55,Loyal Shopper & Active Visitors
907,Casual Shopper,4116,1,Casual Browsers,14,4.88,12.05,Casual Shopper & Casual Browsers
908,Casual Shopper,2518,1,Bouncers,18,16.7,85.15,Casual Shopper & Bouncers
909,Loyal Shopper,1440,8,Active Visitors,28,11.6,15.66,Loyal Shopper & Active Visitors
910,VIP Shopper,3404,10,Casual Browsers,29,2.04,97.48,VIP Shopper & Casual Browsers
911,VIP Shopper,4185,8,Bouncers,16,19.47,84.25,VIP Shopper & Bouncers
912,Casual Shopper,3657,2,Casual Browsers,35,10.74,50.09,Casual Shopper & Casual Browsers
913,VIP Shopper,2633,11,Bouncers,47,6.53,98.14,VIP Shopper & Bouncers
914,VIP Shopper,4123,7,Active Visitors,31,9.92,9.74,VIP Shopper & Active Visitors
915,VIP Shopper,3125,8,Active Visitors,4,17.3,30.31,VIP Shopper & Active Visitors
916,VIP Shopper,3956,8,Casual Browsers,37,6.79,63.82,VIP Shopper & Casual Browsers
917,Loyal Shopper,339,11,Casual Browsers,17,4.66,35,Loyal Shopper & Casual Browsers
918,VIP Shopper,2530,10,Casual Browsers,39,3.45,92.84,VIP Shopper & Casual Browsers
919,VIP Shopper,3302,11,Casual Browsers,48,6.66,6.56,VIP Shopper & Casual Browsers
920,Loyal Shopper,328,7,Bouncers,46,15.82,54.94,Loyal Shopper & Bouncers
921,Casual Shopper,2974,5,Bouncers,26,9.96,59.09,Casual Shopper & Bouncers
922,Loyal Shopper,630,1,Casual Browsers,48,5.32,65.27,Loyal Shopper & Casual Browsers
923,Loyal Shopper,303,9,Casual Browsers,39,4.16,25.57,Loyal Shopper & Casual Browsers
924,VIP Shopper,4326,7,Casual Browsers,41,7.32,36.46,VIP Shopper & Casual Browsers
925,Casual Shopper,4826,2,Bouncers,4,18.86,84.37,Casual Shopper & Bouncers
926,Loyal Shopper,874,6,Casual Browsers,30,7.52,19.49,Loyal Shopper & Casual Browsers
927,Casual Shopper,3882,2,Bouncers,30,19.77,82.69,Casual Shopper & Bouncers
928,Loyal Shopper,749,1,Bouncers,22,10.22,56.27,Loyal Shopper & Bouncers
929,Loyal Shopper,1430,7,Casual Browsers,11,4.4,76.22,Loyal Shopper & Casual Browsers
930,Casual Shopper,3946,2,Bouncers,2,17.93,71.36,Casual Shopper & Bouncers
931,Casual Shopper,1723,2,Active Visitors,44,9.75,20.75,Casual Shopper & Active Visitors
932,VIP Shopper,2777,11,Bouncers,12,14.48,56.88,VIP Shopper & Bouncers
933,Casual Shopper,3206,5,Bouncers,30,19.69,86.77,Casual Shopper & Bouncers
934,Casual Shopper,3438,5,Casual Browsers,36,1.95,43.21,Casual Shopper & Casual Browsers
935,VIP Shopper,4357,7,Casual Browsers,18,2.84,96.66,VIP Shopper & Casual Browsers
936,Loyal Shopper,433,1,Active Visitors,26,14.69,45.22,Loyal Shopper & Active Visitors
937,Loyal Shopper,391,8,Casual Browsers,7,6.35,14.28,Loyal Shopper & Casual Browsers
938,Casual Shopper,2037,3,Casual Browsers,1,4.5,38.94,Casual Shopper & Casual Browsers
939,Casual Shopper,4109,4,Casual Browsers,26,1.75,95.17,Casual Shopper & Casual Browsers
940,VIP Shopper,4989,9,Casual Browsers,23,1.42,31.97,VIP Shopper & Casual Browsers
941,Casual Shopper,3159,4,Bouncers,26,15.72,86.81,Casual Shopper & Bouncers
942,VIP Shopper,4132,10,Casual Browsers,45,3.55,88.13,VIP Shopper & Casual Browsers
943,Casual Shopper,4565,5,Active Visitors,6,9.89,35.02,Casual Shopper & Active Visitors
944,VIP Shopper,2848,7,Active Visitors,6,12.51,8.33,VIP Shopper & Active Visitors
945,Casual Shopper,3290,4,Bouncers,44,9.14,72.46,Casual Shopper & Bouncers
946,Casual Shopper,2038,1,Casual Browsers,8,1.52,31.15,Casual Shopper & Casual Browsers
947,VIP Shopper,3464,9,Bouncers,24,15.89,78.29,VIP Shopper & Bouncers
948,Loyal Shopper,1899,4,Casual Browsers,22,1.2,44.27,Loyal Shopper & Casual Browsers
949,Loyal Shopper,355,9,Active Visitors,19,15.48,48.53,Loyal Shopper & Active Visitors
950,VIP Shopper,3663,6,Bouncers,37,17.97,77.79,VIP Shopper & Bouncers
951,Casual Shopper,2799,1,Casual Browsers,18,9.22,38.24,Casual Shopper & Casual Browsers
952,Loyal Shopper,1185,3,Active Visitors,31,11.18,44.31,Loyal Shopper & Active Visitors
953,Loyal Shopper,255,11,Casual Browsers,37,10.06,37.62,Loyal Shopper & Casual Browsers
954,Casual Shopper,4641,2,Casual Browsers,30,8.39,36.73,Casual Shopper & Casual Browsers
955,VIP Shopper,3500,9,Bouncers,42,17.86,52.59,VIP Shopper & Bouncers
956,Casual Shopper,3861,1,Bouncers,33,17.98,80.88,Casual Shopper & Bouncers
957,VIP Shopper,3672,9,Casual Browsers,10,7.38,36.18,VIP Shopper & Casual Browsers
958,VIP Shopper,3649,9,Bouncers,37,12.69,52.43,VIP Shopper & Bouncers
959,VIP Shopper,2601,8,Bouncers,12,18.61,67.07,VIP Shopper & Bouncers
960,VIP Shopper,4358,8,Active Visitors,30,19.28,26.94,VIP Shopper & Active Visitors
961,Loyal Shopper,359,11,Active Visitors,27,10.67,27.75,Loyal Shopper & Active Visitors
962,Casual Shopper,2758,1,Bouncers,39,9.6,93.34,Casual Shopper & Bouncers
963,VIP Shopper,2041,11,Casual Browsers,9,6.3,72.35,VIP Shopper & Casual Browsers
964,Loyal Shopper,321,8,Bouncers,21,19.22,57.72,Loyal Shopper & Bouncers
965,VIP Shopper,3692,10,Casual Browsers,12,3.71,64.77,VIP Shopper & Casual Browsers
966,Casual Shopper,4136,3,Active Visitors,29,12.02,2.93,Casual Shopper & Active Visitors
967,VIP Shopper,1872,11,Casual Browsers,33,6.37,61.81,VIP Shopper & Casual Browsers
968,VIP Shopper,3323,7,Casual Browsers,43,6.3,50.95,VIP Shopper & Casual Browsers
969,VIP Shopper,4588,11,Casual Browsers,15,8.69,54.57,VIP Shopper & Casual Browsers
970,Casual Shopper,4399,1,Active Visitors,2,19.98,35.94,Casual Shopper & Active Visitors
971,Loyal Shopper,570,1,Casual Browsers,39,2.04,8.15,Loyal Shopper & Casual Browsers
972,Loyal Shopper,1026,10,Active Visitors,44,11.99,19.33,Loyal Shopper & Active Visitors
973,Casual Shopper,3772,5,Casual Browsers,18,2.57,95.07,Casual Shopper & Casual Browsers
974,Casual Shopper,3601,5,Casual Browsers,3,3.94,40.87,Casual Shopper & Casual Browsers
975,VIP Shopper,4155,8,Casual Browsers,7,9.35,46.67,VIP Shopper & Casual Browsers
976,VIP Shopper,2823,7,Active Visitors,43,10.7,5.27,VIP Shopper & Active Visitors
977,VIP Shopper,2602,8,Casual Browsers,18,5.92,3.76,VIP Shopper & Casual Browsers
978,VIP Shopper,2882,6,Casual Browsers,44,7.01,71.72,VIP Shopper & Casual Browsers
979,VIP Shopper,3957,6,Casual Browsers,38,2.65,53.81,VIP Shopper & Casual Browsers
980,Loyal Shopper,202,2,Casual Browsers,37,6.76,50.87,Loyal Shopper & Casual Browsers
981,VIP Shopper,3014,6,Active Visitors,33,19.36,24.31,VIP Shopper & Active Visitors
982,Casual Shopper,2966,5,Bouncers,44,18.95,74.48,Casual Shopper & Bouncers
983,Casual Shopper,2850,3,Casual Browsers,31,7.36,16.82,Casual Shopper & Casual Browsers
984,Loyal Shopper,1802,6,Active Visitors,11,11.85,18.99,Loyal Shopper & Active Visitors
985,VIP Shopper,2660,8,Active Visitors,4,18.28,46.07,VIP Shopper & Active Visitors
986,VIP Shopper,3925,9,Casual Browsers,18,1.12,28.63,VIP Shopper & Casual Browsers
987,Loyal Shopper,1154,1,Active Visitors,4,16.4,24.75,Loyal Shopper & Active Visitors
988,Casual Shopper,2586,3,Bouncers,49,19.02,64.52,Casual Shopper & Bouncers
989,Casual Shopper,4249,3,Casual Browsers,34,2.74,65.1,Casual Shopper & Casual Browsers
990,VIP Shopper,3904,11,Casual Browsers,29,4.07,82.45,VIP Shopper & Casual Browsers
991,VIP Shopper,3544,8,Active Visitors,24,19.25,41.77,VIP Shopper & Active Visitors
992,Casual Shopper,1964,1,Active Visitors,22,11.21,7.31,Casual Shopper & Active Visitors
993,Casual Shopper,3122,5,Casual Browsers,2,1.27,27.37,Casual Shopper & Casual Browsers
994,Loyal Shopper,1056,3,Bouncers,44,5.9,98,Loyal Shopper & Bouncers
995,Loyal Shopper,456,2,Bouncers,6,9.55,59.63,Loyal Shopper & Bouncers
996,Loyal Shopper,216,8,Bouncers,42,14.17,70.97,Loyal Shopper & Bouncers
997,Loyal Shopper,558,3,Active Visitors,25,14.93,0.74,Loyal Shopper & Active Visitors
998,Loyal Shopper,1711,7,Active Visitors,21,19.91,51.82,Loyal Shopper & Active Visitors
999,VIP Shopper,3714,11,Active Visitors,16,6.46,3.75,VIP Shopper & Active Visitors
1000,Casual Shopper,3539,1,Bouncers,31,11.23,56.92,Casual Shopper & Bouncers
